t,m_dot,Pp,N,alpha
57.800000000000004,6.356541846112211,7381.986852515561,38500,0.35
57.900000000000006,6.335584981490622,7298.568927824413,38500,0.35
58.0,6.257785362214423,7187.114141217505,42500,0.65
58.1,6.483056948439588,5679.340860227497,42500,0.65
58.2,6.737419844464524,5752.602012078874,42500,0.65
58.300000000000004,6.854530249640261,5784.119106737606,42500,0.65
58.400000000000006,6.995182046714637,5810.415155814249,42500,0.65
58.5,7.219196147525,5866.221178643959,42500,0.65
58.6,7.445323491210761,5871.468760850831,42500,0.65
58.7,7.510387598581486,5936.2068441704705,42500,0.65
58.800000000000004,7.675062477400141,5979.1069201054515,42500,0.65
58.900000000000006,7.904016335006586,6006.385017691667,42500,0.65
59.0,8.015366718798852,6063.678145391468,42500,0.65
59.1,8.20402936875926,6078.113496834875,42500,0.65
59.2,8.310930687955052,6142.0915097593315,42500,0.65
59.300000000000004,8.480866209882086,6179.819321134442,42500,0.65
59.400000000000006,8.522599500371484,6146.288816860241,42500,0.65
59.5,8.696633699063256,6263.136908053224,42500,0.65
59.6,8.803973869742551,6211.89476438121,42500,0.65
59.7,8.86646067663615,6293.363958938185,42500,0.65
59.800000000000004,8.95647851188997,6357.848511299518,42500,0.65
59.900000000000006,9.170976331628605,6361.397025031186,42500,0.65
60.0,9.21580596555289,6367.490356918334,42500,0.65
60.1,9.273521459675827,6402.606270827309,42500,0.65
60.2,9.40571455037994,6471.2071912972015,42500,0.65
60.300000000000004,9.5480418049717,6437.215079352667,42500,0.65
60.400000000000006,9.45500253219933,6522.486736556721,42500,0.65
60.5,9.567060382941543,6521.838663304364,42500,0.65
60.6,9.664152532653029,6520.882472913751,42500,0.65
60.7,9.84740929347438,6553.597473119362,42500,0.65
60.800000000000004,9.848279466491586,6564.168240907393,42500,0.65
60.900000000000006,9.928159332129827,6619.797580347568,42500,0.65
61.0,9.872118465147345,6629.876318951035,38500,0.65
61.1,9.878569987053105,6582.747414834704,38500,0.65
61.2,9.929685027996644,6600.534049184145,38500,0.65
61.300000000000004,9.86933768193358,6578.801483813737,38500,0.65
61.400000000000006,9.84752354669321,6607.80857485973,38500,0.65
61.5,9.768277752936287,6541.933951455583,38500,0.65
61.6,9.753929637055185,6588.571120402137,38500,0.65
61.7,9.714993467559943,6543.979814898853,38500,0.65
61.800000000000004,9.716381905966676,6513.3397106017055,38500,0.65
61.900000000000006,9.689670999797,6512.965846071272,38500,0.65
62.0,9.542028851422428,6520.945767163727,38500,0.35
62.1,9.07273850393074,9786.254875521774,38500,0.35
62.2,8.835367754146002,9398.677748206013,38500,0.35
62.300000000000004,8.494822918335496,9024.243711305657,38500,0.35
62.400000000000006,8.078154683374981,8713.164564455647,38500,0.35
62.5,7.7687128076483445,8504.183507340402,38500,0.35
62.6,7.632195453422579,8268.785633724805,38500,0.35
62.7,7.468433116944636,8115.22483307269,38500,0.35
62.800000000000004,7.329626624600832,7959.44768707873,38500,0.35
62.900000000000006,7.10147909393701,7821.3618962082855,38500,0.35
63.0,6.909618397847763,7761.159319201013,42500,0.65
63.1,7.05668687078383,5826.964889734524,42500,0.65
63.2,7.2740202064173385,5871.468940844671,42500,0.65
63.300000000000004,7.427912016691916,5871.602698803797,42500,0.65
63.400000000000006,7.5550920271888256,5934.244871887683,42500,0.65
63.5,7.866403230316062,5991.289034852325,42500,0.65
63.6,8.006418743968283,6005.718796048924,42500,0.65
63.7,8.122209754526917,6083.1955297825025,42500,0.65
63.800000000000004,8.16266391733585,6079.403746350354,42500,0.65
